station_number,station_name,station_type,easting,northing,ngr,local_authority,sampling_datetime,sampling_reason,reason_group,sampling_medium,sampling_mechanism,parameter_shortname,parameter_name,sample_value,coded_value,unit_symbol,method_name,sampling_year
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:34:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,76.4,,mg/l,Low,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:34:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,9901,"Oxygen, Dissolved, % Saturation",96.7,,%,Field,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:34:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,118,Nitrite as N,0.001,,mg/l,Low,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,180,"Orthophosphate, reactive as P",0.009,,mg/l,Low,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,111,Ammoniacal Nitrogen as N,0.0103,,mg/l,Low,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,348,"Phosphorus, Total as P",0.0358,,mg/l,Low,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,116,"Nitrogen, Total Oxidised as N",0.54,,mg/l,Low,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,76,Temperature of Water,10.2,,°C,Field,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,109.0,,mg/l,Low,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,77,Conductivity at 25 C,245.3,,µS/cm,Field,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,3169,pH : In Situ,8.07,,scalar,Field,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,9901,"Oxygen, Dissolved, % Saturation",98.8,,%,Field,2023
S17035,R CYNON U/S HIRWAUN,FRESHWATER - UNSPECIFIED,295376,206423,SN9537606423,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,118,Nitrite as N,0.001,,mg/l,Low,2023
S17089,MAERDY WATER TREATMENT WORKS,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),297450,199800,SS9745099800,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-01-16 11:25:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,Compliance monitoring,ANY TRADE EFFLUENT,SPOT,7668,No flow /No sample,0.0,No flow/discharge at sampling point,scalar,Externally Supplied Data,2023
S17089,MAERDY WATER TREATMENT WORKS,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),297450,199800,SS9745099800,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-05-18 11:07:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,Compliance monitoring,ANY TRADE EFFLUENT,SPOT,7668,No flow /No sample,0.0,No flow/discharge at sampling point,scalar,Externally Supplied Data,2023
S17089,MAERDY WATER TREATMENT WORKS,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),297450,199800,SS9745099800,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-08-29 10:02:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,Compliance monitoring,ANY TRADE EFFLUENT,SPOT,7668,No flow /No sample,0.0,No flow/discharge at sampling point,scalar,Externally Supplied Data,2023
S17089,MAERDY WATER TREATMENT WORKS,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),297450,199800,SS9745099800,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-25 11:54:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,Compliance monitoring,ANY TRADE EFFLUENT,SPOT,7668,No flow /No sample,0.0,No flow/discharge at sampling point,scalar,Externally Supplied Data,2023
S17093,TOWER/FERNHILL COLL-OLD LAGOON,MINEWATER,295050,205730,SN9505005730,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-01-25 10:52:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,MINEWATER,SPOT,7668,No flow /No sample,0.0,No flow/discharge at sampling point,scalar,Field,2023
S17093,TOWER/FERNHILL COLL-OLD LAGOON,MINEWATER,295050,205730,SN9505005730,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 14:00:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,MINEWATER,SPOT,135,"Solids, Suspended at 105 C",14.0,,mg/l,Low,2023
S17093,TOWER/FERNHILL COLL-OLD LAGOON,MINEWATER,295050,205730,SN9505005730,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 14:00:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,MINEWATER,SPOT,3169,pH : In Situ,7.78,,scalar,Field,2023
S17093,TOWER/FERNHILL COLL-OLD LAGOON,MINEWATER,295050,205730,SN9505005730,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 12:40:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,MINEWATER,SPOT,135,"Solids, Suspended at 105 C",146.0,,mg/l,Low,2023
S17093,TOWER/FERNHILL COLL-OLD LAGOON,MINEWATER,295050,205730,SN9505005730,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 12:40:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,MINEWATER,SPOT,3169,pH : In Situ,7.82,,scalar,Field,2023
S17093,TOWER/FERNHILL COLL-OLD LAGOON,MINEWATER,295050,205730,SN9505005730,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 13:55:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,MINEWATER,SPOT,135,"Solids, Suspended at 105 C",28.0,,mg/l,Low,2023
S17093,TOWER/FERNHILL COLL-OLD LAGOON,MINEWATER,295050,205730,SN9505005730,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 13:55:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,MINEWATER,SPOT,3169,pH : In Situ,7.53,,scalar,Field,2023
S17382,TOWER COLLIERY - MAIN DISCHARGE,TRADE DISCHARGES - SITE DRAINAGE,294810,205440,SN9481005440,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-01-25 11:11:10,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,135,"Solids, Suspended at 105 C",3.0,,mg/l,Low,2023
S17382,TOWER COLLIERY - MAIN DISCHARGE,TRADE DISCHARGES - SITE DRAINAGE,294810,205440,SN9481005440,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-01-25 11:11:10,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,3169,pH : In Situ,7.81,,scalar,Field,2023
S17382,TOWER COLLIERY - MAIN DISCHARGE,TRADE DISCHARGES - SITE DRAINAGE,294810,205440,SN9481005440,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 14:35:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,7668,No flow /No sample,1.0,Sample pnt inaccessible eg flooding etc,scalar,Field,2023
S17382,TOWER COLLIERY - MAIN DISCHARGE,TRADE DISCHARGES - SITE DRAINAGE,294810,205440,SN9481005440,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 12:30:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,7668,No flow /No sample,0.0,No flow/discharge at sampling point,scalar,Field,2023
S17382,TOWER COLLIERY - MAIN DISCHARGE,TRADE DISCHARGES - SITE DRAINAGE,294810,205440,SN9481005440,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 13:30:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,7668,No flow /No sample,0.0,No flow/discharge at sampling point,scalar,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-02-16 11:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,180,"Orthophosphate, reactive as P",0.0171,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-02-16 11:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,111,Ammoniacal Nitrogen as N,0.021,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-02-16 11:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,348,"Phosphorus, Total as P",0.0722,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-02-16 11:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,116,"Nitrogen, Total Oxidised as N",0.29,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-02-16 11:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,9901,"Oxygen, Dissolved, % Saturation",102.4,,%,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-02-16 11:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,77,Conductivity at 25 C,193.1,,µS/cm,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-02-16 11:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,76,Temperature of Water,7.7,,°C,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-02-16 11:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,3169,pH : In Situ,8.16,,scalar,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-02-16 11:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,89.5,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-02-16 11:30:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,118,Nitrite as N,0.001,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 14:01:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,180,"Orthophosphate, reactive as P",0.0056,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 14:01:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,111,Ammoniacal Nitrogen as N,0.0085,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 14:01:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,348,"Phosphorus, Total as P",0.0535,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 14:01:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,116,"Nitrogen, Total Oxidised as N",0.6,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 14:01:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,77,Conductivity at 25 C,206.8,,µS/cm,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 14:01:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,76,Temperature of Water,7.7,,°C,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 14:01:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,3169,pH : In Situ,8.16,,scalar,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 14:01:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,86.8,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 14:01:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,9901,"Oxygen, Dissolved, % Saturation",94.9,,%,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 14:01:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,118,Nitrite as N,0.001,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 12:00:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,118,Nitrite as N,0.001,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 12:00:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,111,Ammoniacal Nitrogen as N,0.0126,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 12:00:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,180,"Orthophosphate, reactive as P",0.0176,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 12:00:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,348,"Phosphorus, Total as P",0.0278,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 12:00:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,116,"Nitrogen, Total Oxidised as N",0.49,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 12:00:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,114.0,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 12:00:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,77,Conductivity at 25 C,248.2,,µS/cm,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 12:00:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,3169,pH : In Situ,8.24,,scalar,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 12:00:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,76,Temperature of Water,8.4,,°C,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-04-03 12:00:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,9901,"Oxygen, Dissolved, % Saturation",94.5,,%,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-05-15 10:41:43,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,118,Nitrite as N,0.0033,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-05-15 10:41:43,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,180,"Orthophosphate, reactive as P",0.0186,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-05-15 10:41:43,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,111,Ammoniacal Nitrogen as N,0.0229,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-05-15 10:41:43,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,348,"Phosphorus, Total as P",0.0537,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-05-15 10:41:43,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,116,"Nitrogen, Total Oxidised as N",0.41,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-05-15 10:41:43,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,76,Temperature of Water,10.2,,°C,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-05-15 10:41:43,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,9901,"Oxygen, Dissolved, % Saturation",102.2,,%,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-05-15 10:41:43,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,141.0,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-05-15 10:41:43,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,77,Conductivity at 25 C,304.9,,µS/cm,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-05-15 10:41:43,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,3169,pH : In Situ,8.46,,scalar,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 10:52:32,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,118,Nitrite as N,0.009,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 10:52:32,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,111,Ammoniacal Nitrogen as N,0.0131,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 10:52:32,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,180,"Orthophosphate, reactive as P",0.0678,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 10:52:32,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,348,"Phosphorus, Total as P",0.114,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 10:52:32,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,116,"Nitrogen, Total Oxidised as N",0.6,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 10:52:32,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,76,Temperature of Water,15.0,,°C,Field,2023
